TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
49.3862;0.0972562;0.1354495;0.7334972;0.1912945;0.1090982;0.7546608;0.3544909;-0.0263513;0.0211636;0.1631964
49.41092;0.1219768;0.135368;0.7335794;0.1912575;0.1090573;0.7546605;0.3544639;-0.0263107;0.0210811;0.1632064
49.43409;0.1451432;0.1350775;0.7338935;0.1912513;0.1087689;0.7549555;0.354459;-0.0263086;0.021062;0.1632077
49.45658;0.167638;0.1346834;0.7343615;0.1912564;0.1084054;0.755381;0.354469;-0.026278;0.0210195;0.1632126
49.47923;0.1902849;0.1342471;0.7344618;0.1914067;0.1080001;0.7554801;0.3546229;-0.026247;0.0210183;0.1632162
49.50364;0.2146892;0.1339746;0.7347087;0.1918998;0.1077797;0.7557107;0.3551213;-0.0261949;0.021002;0.1632215
49.52967;0.2407292;0.1339882;0.7344954;0.1921281;0.1078526;0.7554893;0.3553581;-0.0261356;0.0209939;0.16323
49.55164;0.262691;0.1342763;0.7341042;0.1919294;0.1081393;0.7550754;0.3551606;-0.026137;0.0209712;0.1632312
49.57676;0.2878163;0.1348839;0.7337435;0.1915986;0.1087085;0.75468;0.3548285;-0.0261754;0.0209365;0.1632299
49.6022;0.3132622;0.1354109;0.7334217;0.1912406;0.1092087;0.7543466;0.3544694;-0.0262022;0.0209249;0.1632288
49.62463;0.3356855;0.1355968;0.733294;0.1909312;0.1093045;0.7542741;0.3541468;-0.0262923;0.0209801;0.1632156
49.64677;0.3578279;0.1355812;0.7333355;0.1906267;0.1091091;0.754308;0.3538215;-0.0264721;0.0209725;0.1631948
49.67096;0.3820189;0.1356296;0.7333851;0.1904767;0.1091327;0.7544165;0.3536655;-0.0264969;0.0210314;0.1631888
49.69815;0.4092055;0.1356048;0.7333056;0.1905716;0.1089443;0.7543715;0.3537386;-0.0266605;0.0210659;0.163167
49.72224;0.4332957;0.1356456;0.7333275;0.1906615;0.1088731;0.7544171;0.3538083;-0.0267725;0.0210896;0.1631468
49.74528;0.4563392;0.1357126;0.7334939;0.1906811;0.1089431;0.7546004;0.3538271;-0.0267695;0.0211065;0.163146
49.76814;0.4791957;0.1357357;0.7335002;0.1907638;0.1089488;0.7546285;0.3539062;-0.0267869;0.0211283;0.1631424
49.78241;0.4934713;0.1352859;0.7335035;0.1911806;0.1084706;0.7546828;0.3543172;-0.0268153;0.0211793;0.1631366
49.81244;0.5234923;0.1350532;0.733716;0.1913476;0.1081859;0.754937;0.3544722;-0.0268673;0.021221;0.1631246
49.83582;0.5468765;0.1349741;0.7341012;0.1914515;0.1081447;0.7552688;0.3545844;-0.0268294;0.0211676;0.1631329
49.85874;0.569797;0.1348319;0.7349386;0.1912602;0.1073487;0.7560065;0.3542656;-0.0274832;0.0210679;0.1630054
49.88153;0.592585;0.1348342;0.7378079;0.1904273;0.1077385;0.7584309;0.3535073;-0.0270957;0.020623;0.16308
49.90965;0.6207068;0.1353827;0.7415036;0.1904877;0.1082171;0.7588634;0.3537011;-0.0271656;0.0173598;0.1632134
49.93281;0.6438664;0.1352824;0.7475675;0.1899076;0.1083854;0.7638323;0.3531566;-0.026897;0.0162648;0.163249
49.95845;0.6695078;0.1359244;0.7546486;0.1891123;0.1093088;0.7716682;0.3522536;-0.0266156;0.0170196;0.1631413
49.97898;0.6900359;0.1367743;0.7617202;0.1846723;0.1102107;0.7775787;0.347866;-0.0265636;0.0158585;0.1631937
