TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
42.13207;1.520103;-0.07395153;0.9282894;0.5060546;-0.5893118;1.203863;1.11001;-0.51536027;0.2755736;0.6039554
42.14996;1.53799;-0.07395153;0.9282894;0.5060546;-0.5909672;1.205012;1.11229;-0.51701567;0.2767226;0.6062354
42.17502;1.563048;-0.07395153;0.9282894;0.5060546;-0.5926225;1.206162;1.114569;-0.51867097;0.2778726;0.6085144
42.19637;1.5844;-0.07395153;0.9282894;0.5060546;-0.5942779;1.207312;1.116848;-0.52032637;0.2790226;0.6107934
42.22091;1.608936;-0.07395153;0.9282894;0.5060546;-0.5975885;1.209612;1.121407;-0.52363697;0.2813226;0.6153524
42.24409;1.632119;-0.07395153;0.9282894;0.5060546;-0.5992439;1.210762;1.123687;-0.52529237;0.2824726;0.6176324
42.2689;1.656928;-0.07395153;0.9282894;0.5060546;-0.6008992;1.211912;1.125966;-0.52694767;0.2836226;0.6199114
42.29184;1.679868;-0.07395153;0.9282894;0.5060546;-0.6025546;1.213062;1.128245;-0.52860307;0.2847726;0.6221904
42.31438;1.702404;-0.07395153;0.9282894;0.5060546;-0.6042099;1.214212;1.130525;-0.53025837;0.2859226;0.6244704
42.33746;1.725489;-0.07395153;0.9282894;0.5060546;-0.6058652;1.215361;1.132804;-0.53191367;0.2870716;0.6267494
42.36464;1.752669;-0.07395153;0.9282894;0.5060546;-0.6091759;1.217661;1.137363;-0.53522437;0.2893716;0.6313084
42.38648;1.774507;-0.07395153;0.9282894;0.5060546;-0.6108313;1.218811;1.139642;-0.53687977;0.2905216;0.6335874
42.41232;1.800344;-0.07395153;0.9282894;0.5060546;-0.6124866;1.219961;1.141922;-0.53853507;0.2916716;0.6358674
42.435;1.823024;-0.07395153;0.9282894;0.5060546;-0.6141419;1.221111;1.144201;-0.54019037;0.2928216;0.6381464
42.45985;1.847878;-0.07395153;0.9282894;0.5060546;-0.6157973;1.222261;1.146481;-0.54184577;0.2939716;0.6404264
42.48436;1.872386;-0.07395153;0.9282894;0.5060546;-0.619108;1.224561;1.151039;-0.54515647;0.2962716;0.6449844
42.50365;1.891674;-0.07395153;0.9282894;0.5060546;-0.6207633;1.225711;1.153319;-0.54681177;0.2974216;0.6472644
42.52666;1.914686;-0.07395153;0.9282894;0.5060546;-0.6224186;1.22686;1.155598;-0.54846707;0.2985706;0.6495434
42.54836;1.93639;-0.07395153;0.9282894;0.5060546;-0.624074;1.22801;1.157878;-0.55012247;0.2997206;0.6518234
42.57063;1.958661;-0.07395153;0.9282894;0.5060546;-0.6257293;1.22916;1.160157;-0.55177777;0.3008706;0.6541024
42.59287;1.980895;-0.07395153;0.9282894;0.5060546;-0.6273847;1.23031;1.162436;-0.55343317;0.3020206;0.6563814
42.61945;2.007473;-0.07395153;0.9282894;0.5060546;-0.62904;1.23146;1.164716;-0.55508847;0.3031706;0.6586614
42.65196;2.03999;-0.07395153;0.9282894;0.5060546;-0.6323507;1.23376;1.169275;-0.55839917;0.3054706;0.6632204
42.67089;2.05892;-0.07395153;0.9282894;0.5060546;-0.634006;1.23491;1.171554;-0.56005447;0.3066206;0.6654994
